expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
根気,こんき,끈기,JLPT_1 JLPT,GDCM!r*##2,根気よく練習を続ければ上達する。,こんきよくれんしゅうをつづければじょうたつする。,끈기 있게 연습을 계속하면 실력이 는다.
根拠,こんきょ,근거,JLPT_1 JLPT,Grg-T-@C<M,その主張には十分な根拠がない。,そのしゅちょうにはじゅうぶんなこんきょがない。,그 주장에는 충분한 근거가 없다.
混血,こんけつ,혼혈,JLPT_1 JLPT,saDmLPZfe~,島では異なる集団の混血が進んだ。,しまではことなるしゅうだんのこんけつがすすんだ。,섬에서는 서로 다른 집단 간의 혼혈이 진행되었다.
コンタクト (レンズ),コンタクト (レンズ),콘택트 렌즈,JLPT_1 JLPT,DU{l0`Yee%,外出するときはコンタクトを使っている。,がいしゅつするときはこんたくとをつかっている。,외출할 때는 콘택트렌즈를 착용한다.
昆虫,こんちゅう,곤충,JLPT_1 JLPT,P^F+-mx?ec,夏になると庭に多くの昆虫が集まる。,なつになるとにわにおおくのこんちゅうがあつまる。,여름이 되면 정원에 많은 곤충이 모인다.
根底,こんてい,근저·뿌리,JLPT_1 JLPT,g6v%#_YbHK,問題の根底には深い不信感がある。,もんだいのこんていにはふかいふしんかんがある。,문제의 근저에는 깊은 불신감이 있다.
混同,こんどう,혼동,JLPT_1 JLPT,"M?|],Xch]L",二つの制度を混同してはいけない。,ふたつのせいどをこんどうしてはいけない。,두 제도를 혼동해서는 안 된다.
コントラスト,コントラスト,대비·대조,JLPT_1 JLPT,m2RkdF5Kfg,白い壁と黒い家具のコントラストが美しい。,しろいかべとくろいかぐのこんとらすとがうつくしい。,흰 벽과 검은 가구의 대비가 아름답다.
コントロール,コントロール,컨트롤·조절,JLPT_1 JLPT,hZ|i&d%@k8,感情をコントロールするのは難しい。,かんじょうをこんとろーるするのはむずかしい。,감정을 조절하기는 어렵다.
コンパス,コンパス,컴퍼스·나침반,JLPT_1 JLPT,L6kv/h{mWx,コンパスで円を正確に描いた。,こんぱすでえんをせいかくにえがいた。,컴퍼스로 원을 정확하게 그렸다.
根本,こんぽん,근본·뿌리,JLPT_1 JLPT,I>Va~AQW*%,問題を根本から見直す必要がある。,もんだいをこんぽんからみなおすひつようがある。,문제를 근본부터 재검토할 필요가 있다.
財,ざい,부·재물,JLPT_1 JLPT,Lg^]^#Fui$,知識は将来を切り開く大切な財だ。,ちしきはしょうらいをきりひらくたいせつなざいだ。,지식은 미래를 개척하는 소중한 자산이다.
再会,さいかい,재회,JLPT_1 JLPT,nK{EZH)j58,十年ぶりの再会を心から喜んだ。,じゅうねんぶりのさいかいをこころからよろこんだ。,10년 만의 재회를 진심으로 기뻐했다.
災害,さいがい,재해,JLPT_1 JLPT,s/:E%{jbbX,地震などの災害に備えて水を蓄える。,じしんなどのさいがいにそなえてみずをたくわえる。,지진 같은 재해에 대비해 물을 비축한다.
細菌,さいきん,세균,JLPT_1 JLPT,I!s+/_djx3,手を洗うと細菌の増殖を防げる。,てをあらうとさいきんのぞうしょくをふせげる。,손을 씻으면 세균 증식을 막을 수 있다.
細工,さいく,세공·공작,JLPT_1 JLPT,ouX.|>$33M,職人が木箱に細かな細工を施した。,しょくにんがきばこにこまかなさいくをほどこした。,장인이 나무 상자에 정교한 세공을 했다.
採掘,さいくつ,채굴,JLPT_1 JLPT,Qb&n#ag5.U,海底から資源を採掘する計画が進んでいる。,かいていからしげんをさいくつするけいかくがすすんでいる。,해저에서 자원을 채굴하는 계획이 진행되고 있다.
サイクル,サイクル,사이클·주기,JLPT_1 JLPT,CwR.:*^K)],景気は一定のサイクルで変動する。,けいきはいっていのさいくるでへんどうする。,경기는 일정한 주기로 변동한다.
採決,さいけつ,표결,JLPT_1 JLPT,dGyNtnPzfu,議長が議案の採決を求めた。,ぎちょうがぎあんのさいけつをもとめた。,의장이 의안의 표결을 요구했다.
再建,さいけん,재건,JLPT_1 JLPT,oY^(hGDwBB,地震で壊れた橋の再建が始まった。,じしんでこわれたはしのさいけんがはじまった。,지진으로 무너진 다리의 재건이 시작되었다.
再現,さいげん,재현,JLPT_1 JLPT,j$Iu*3{(HU,実験で当時の状況を再現した。,じっけんでとうじのじょうきょうをさいげんした。,실험으로 당시 상황을 재현했다.
財源,ざいげん,재원,JLPT_1 JLPT,gD`:Vm3DD=,福祉を充実させるには安定した財源が要る。,ふくしをじゅうじつさせるにはあんていしたざいげんがいる。,복지를 확충하려면 안정적인 재원이 필요하다.
在庫,ざいこ,재고,JLPT_1 JLPT,I`6&P}MLhB,人気商品の在庫は残りわずかだ。,にんきしょうひんのざいこはのこりわずかだ。,인기 상품의 재고는 얼마 남지 않았다.
採算,さいさん,채산·수지타산,JLPT_1 JLPT,z3sqnTBL(n,この価格では採算が取れない。,このかかくではさいさんがとれない。,이 가격으로는 수지가 맞지 않는다.
サイズ,サイズ,사이즈·크기,JLPT_1 JLPT,J0]k_!eDR<,靴のサイズが合わず交換を頼んだ。,くつのさいずがあわずこうかんをたのんだ。,신발 크기가 맞지 않아 교환을 요청했다.
再生,さいせい,재생,JLPT_1 JLPT,hGl1Th{bx@,古い映像を高画質で再生した。,ふるいえいぞうをこうがしつでさいせいした。,오래된 영상을 고화질로 재생했다.
財政,ざいせい,재정,JLPT_1 JLPT,PbUztxpH:],市の財政は年々厳しくなっている。,しのざいせいはねんねんきびしくなっている。,시의 재정은 해마다 어려워지고 있다.
最善,さいぜん,최선,JLPT_1 JLPT,M-1H]L<~pq,今できる最善の方法を選んだ。,いまできるさいぜんのほうほうをえらんだ。,지금 할 수 있는 최선의 방법을 택했다.
採択,さいたく,채택,JLPT_1 JLPT,e+cLZEXhDr,提案は会議で正式に採択された。,ていあんはかいぎでせいしきにさいたくされた。,제안은 회의에서 정식으로 채택되었다.
栽培,さいばい,재배,JLPT_1 JLPT,uC68c<~cH),温室で新しい品種のトマトを栽培する。,おんしつであたらしいひんしゅのとまとをさいばいする。,온실에서 새로운 품종의 토마토를 재배한다.
再発,さいはつ,재발,JLPT_1 JLPT,CS^Rshk:|8,治療後も病気が再発する恐れがある。,ちりょうごもびょうきがさいはつするおそれがある。,치료 후에도 병이 재발할 우려가 있다.
細胞,さいぼう,세포,JLPT_1 JLPT,CzyHns{dm!,人の体は多くの細胞でできている。,ひとのからだはおおくのさいぼうでできている。,사람의 몸은 많은 세포로 이루어져 있다.
採用,さいよう,채용,JLPT_1 JLPT,"vMLF5(iO,d",会社は経験のある技術者を採用した。,かいしゃはけいけんのあるぎじゅつしゃをさいようした。,회사는 경험이 있는 기술자를 채용했다.
遮る,さえぎる,가로막다·차단하다,JLPT_1 JLPT,QMaal]q?M$,高い壁が風を遮っている。,たかいかべがかぜをさえぎっている。,높은 벽이 바람을 막고 있다.
囀る,さえずる,지저귀다,JLPT_1 JLPT,r@Q>;L$}V-,小鳥が枝の上で楽しそうに囀っている。,ことりがえだのうえでたのしそうにさえずっている。,작은 새가 가지 위에서 즐겁게 지저귀고 있다.
冴える,さえる,맑아지다·선명해지다,JLPT_1 JLPT,F_K.fXalP!,冷たい水で顔を洗うと頭が冴える。,つめたいみずでかおをあらうとあたまがさえる。,찬물로 얼굴을 씻으면 정신이 맑아진다.
竿,さお,장대·대,JLPT_1 JLPT,v^.R1:=Y[p,釣り人が長い竿を川面に向けた。,つりびとがながいさおをかわもにむけた。,낚시꾼이 긴 낚싯대를 수면 쪽으로 향했다.
栄える,さかえる,번영하다·번창하다,JLPT_1 JLPT,w`<;(n%DdJ,港町は貿易によって大いに栄えた。,みなとまちはぼうえきによっておおいにさかえた。,항구 도시는 무역으로 크게 번영했다.
差額,さがく,차액,JLPT_1 JLPT,gAXt@5CeYh,二つの商品の差額を現金で支払った。,ふたつのしょうひんのさがくをげんきんでしはらった。,두 상품의 차액을 현금으로 지불했다.
杯,さかずき,술잔,JLPT_1 JLPT,QIw#3oSw.:,祝いの席で杯を交わした。,いわいのせきでさかずきをかわした。,축하 자리에서 술잔을 주고받았다.
逆立ち,さかだち,물구나무서기,JLPT_1 JLPT,ec~&YKW}51,子どもが庭で上手に逆立ちした。,こどもがにわでじょうずにさかだちした。,아이가 마당에서 능숙하게 물구나무를 섰다.
さきに (いぜん),さきに (いぜん),이전에·앞서,JLPT_1 JLPT,uh`5:/)TWv,その件はさきに電話でお伝えしました。,そのけんはさきにでんわでおつたえしました。,그 건은 앞서 전화로 알려 드렸습니다.
詐欺,さぎ,사기,JLPT_1 JLPT,w6]yB.g{E!,高額な投資詐欺に注意してください。,こうがくなとうしさぎにちゅういしてください。,고액 투자 사기를 조심하세요.
削減,さくげん,삭감,JLPT_1 JLPT,k7zRyZ_D=o,経費を一割削減する目標を立てた。,けいひをいちわりさくげんするもくひょうをたてた。,경비를 10퍼센트 삭감하는 목표를 세웠다.
錯誤,さくご,착오,JLPT_1 JLPT,IDfkC-Cw&L,重大な錯誤に気づいて契約を見直した。,じゅうだいなさくごにきづいてけいやくをみなおした。,중대한 착오를 발견해 계약을 재검토했다.
作戦,さくせん,작전,JLPT_1 JLPT,s$Xs?1nQ+e,救助隊は慎重に作戦を練った。,きゅうじょたいはしんちょうにさくせんをねった。,구조대는 신중하게 작전을 짰다.
叫び,さけび,외침·비명,JLPT_1 JLPT,nqYX]L]Y*r,暗闇から助けを求める叫びが聞こえた。,くらやみからたすけをもとめるさけびがきこえた。,어둠 속에서 도움을 청하는 외침이 들렸다.
捧げる,ささげる,바치다,JLPT_1 JLPT,KhanDj}|vd,彼は生涯を医学の研究に捧げた。,かれはしょうがいをいがくのけんきゅうにささげた。,그는 평생을 의학 연구에 바쳤다.
差し掛かる,さしかかる,다다르다·접어들다,JLPT_1 JLPT,IM%WW[zOZk,峠に差し掛かると急に霧が濃くなった。,とうげにさしかかるときゅうにきりがこくなった。,고개에 다다르자 갑자기 안개가 짙어졌다.
指図,さしず,지시·지도,JLPT_1 JLPT,N1]Ah`4~bh,上司の指図どおりに資料を並べた。,じょうしのさしずどおりにしりょうをならべた。,상사의 지시대로 자료를 정리했다.
差し出す,さしだす,내밀다·제출하다,JLPT_1 JLPT,A&xf;%;bo<,受付で身分証を差し出した。,うけつけでみぶんしょうをさしだした。,접수처에서 신분증을 내밀었다.
差し支える,さしつかえる,지장이 있다·방해되다,JLPT_1 JLPT,ve>x:VMBVJ,開始が少し遅れても差し支えない。,かいしがすこしおくれてもさしつかえない。,시작이 조금 늦어져도 지장이 없다.
授ける,さずける,수여하다·가르치다,JLPT_1 JLPT,h.+pAO9bEu,王は功績のあった者に称号を授けた。,おうはこうせきのあったものにしょうごうをさずけた。,왕은 공적을 세운 사람에게 칭호를 수여했다.
摩する,さする,문지르다·비비다,JLPT_1 JLPT,yQu&Wz5|+#,母は泣く子の背中を優しく摩った。,はははなくこのせなかをやさしくさすった。,엄마는 우는 아이의 등을 부드럽게 문질렀다.
嘸 (さぞや。さぞかし),さぞ (さぞや。さぞかし),추측건대·아마·분명,JLPT_1 JLPT,FE`C@V&t[f,長旅でさぞお疲れでしょう。,ながたびでさぞおつかれでしょう。,긴 여행으로 분명 많이 피곤하시겠지요.
定まる,さだまる,정해지다·안정되다,JLPT_1 JLPT,"Ly=j.,,]V@",話し合いの結果、方針が定まった。,はなしあいのけっか、ほうしんがさだまった。,논의 결과 방침이 정해졌다.
定める,さだめる,정하다·결정하다,JLPT_1 JLPT,MNqx6`F)B2,会議で今後の方針を定めた。,かいぎでこんごのほうしんをさだめた。,회의에서 앞으로의 방침을 정했다.
座談会,ざだんかい,좌담회,JLPT_1 JLPT,d!+{3%PNo},専門家を招いて教育について座談会を開いた。,せんもんかをまねいてきょういくについてざだんかいをひらいた。,전문가를 초청해 교육에 관한 좌담회를 열었다.
雑,ざつ,잡스러운·거친,JLPT_1 JLPT,PqMu^a?1a^,荷物を雑に扱わないでください。,にもつをざつにあつかわないでください。,짐을 함부로 다루지 마세요.
雑貨,ざっか,잡화,JLPT_1 JLPT,r5VCxxHAy|,駅前の店で日用品や雑貨を買った。,えきまえのみせでにちようひんやざっかをかった。,역 앞 가게에서 일용품과 잡화를 샀다.
