expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
行楽地,こうらくち,행락지,JLPT_1 JLPT,O@?]EGLfKv,連休中は各地の行楽地が混雑する。,れんきゅうちゅうはかくちのこうらくちがこんざつする。,연휴에는 각지의 행락지가 붐빈다.
考慮,こうりょ,고려,JLPT_1 JLPT,"S(4s<,NF<0",安全性を考慮して経路を変更した。,あんぜんせいをこうりょしてけいろをへんこうした。,안전성을 고려해 경로를 변경했다.
高齢化,こうれいか,고령화,JLPT_1 JLPT,miz^=EK*Ar,高齢化に伴い介護の需要が増えている。,こうれいかにともないかいごのじゅようがふえている。,고령화에 따라 돌봄 수요가 늘고 있다.
枯渇,こかつ,고갈,JLPT_1 JLPT,K/G2w]L|L},長引く干ばつで貯水池が枯渇した。,ながびくかんばつでちょすいちがこかつした。,계속된 가뭄으로 저수지가 고갈되었다.
克服,こくふく,극복,JLPT_1 JLPT,"&,;Vf^<_Us",彼女は訓練を重ねて弱点を克服した。,かのじょはくんれんをかさねてじゃくてんをこくふくした。,그녀는 훈련을 거듭해 약점을 극복했다.
克明,こくめい,① 자세하고 꼼꼼함 ② 성실하고 정직함,JLPT_1 JLPT,;o$(o){Ey7,目撃者は犯人の特徴を克明に語った。,もくげきしゃははんにんのとくちょうをこくめいにかたった。,목격자는 범인의 특징을 상세히 말했다.
心地よい,ここちよい,기분이 상쾌하다(좋다),JLPT_1 JLPT,<SM@Fpt9m>,木陰を抜ける風が心地よい。,こかげをぬけるかぜがここちよい。,나무 그늘을 스치는 바람이 기분 좋다.
心遣い,こころづかい,"마음을 씀, 걱정함, 배려",JLPT_1 JLPT,@FJ>>ff(o%,さりげない心遣いがとてもうれしかった。,さりげないこころづかいがとてもうれしかった。,세심한 배려가 무척 기뻤다.
快い,こころよい,"상쾌하다, 기분 좋다",JLPT_1 JLPT,=>XZM-&Z6M,店員は返品の申し出を快く受け入れた。,てんいんはへんぴんのもうしでをこころよくうけいれた。,점원은 반품 요청을 흔쾌히 받아들였다.
故障,こしょう,고장,JLPT_1 JLPT,Mbk)*FIKw@,突然エンジンが故障して車が止まった。,とつぜんえんじんがこしょうしてくるまがとまった。,갑자기 엔진이 고장 나 차가 멈췄다.
小銭,こぜに,잔돈,JLPT_1 JLPT,KEaS4N4kl4,自動販売機で使う小銭を用意した。,じどうはんばいきでつかうこぜにをよういした。,자동판매기에서 쓸 잔돈을 준비했다.
誇張,こちょう,과장,JLPT_1 JLPT,Do`z)J.g8c,効果を誇張した広告に注意しよう。,こうかをこちょうしたこうこくにちゅういしよう。,효과를 과장한 광고를 주의하자.
込める,こめる,"담다, 포함하다",JLPT_1 JLPT,4<PpnDWBDC,花束に感謝の気持ちを込めた。,はなたばにかんしゃのきもちをこめた。,꽃다발에 감사의 마음을 담았다.
志す,こころざす,"지향하다, 지망하다",JLPT_1 JLPT,"m[lV-,lqct",彼は幼い頃から医師を志していた。,かれはおさないころからいしをこころざしていた。,그는 어릴 때부터 의사를 지망했다.
拒む,こばむ,거부하다,JLPT_1 JLPT,ubJTq&tS7h,村人は敵軍への協力を頑なに拒んだ。,むらびとはてきぐんへのきょうりょくをかたくなにこばんだ。,마을 사람들은 적군에 대한 협력을 완강히 거부했다.
雇用,こよう,고용,JLPT_1 JLPT,;hT`(wt/DS,工場の新設で地域の雇用が増えた。,こうじょうのしんせつでちいきのこようがふえた。,공장 신설로 지역 고용이 늘었다.
献立,こんだて,"식단, 메뉴",JLPT_1 JLPT,*KLSn;4d0D,栄養を考えて一週間の献立を立てる。,えいようをかんがえていっしゅうかんのこんだてをたてる。,영양을 고려해 일주일 식단을 짠다.
根底,こんてい,"근저, 밑바탕, 기초",JLPT_1 JLPT,vZ<4}<~:;},両者の主張は根底から食い違っている。,りょうしゃのしゅちょうはこんていからくいちがっている。,양측의 주장은 근본부터 엇갈린다.
混乱,こんらん,혼란,JLPT_1 JLPT,fBN6@pDtBr,突然の停電で駅構内が混乱した。,とつぜんのていでんでえきこうないがこんらんした。,갑작스러운 정전으로 역 구내가 혼란에 빠졌다.
採択,さいたく,채택,JLPT_1 JLPT,s|Gwzj7Z<K,議会は賛成多数で法案を採択した。,ぎかいはさんせいたすうでほうあんをさいたくした。,의회는 찬성 다수로 법안을 채택했다.
債務,さいむ,채무,JLPT_1 JLPT,qFsY_FuYW!,会社は多額の債務を抱えて倒産した。,かいしゃはたがくのさいむをかかえてとうさんした。,회사는 막대한 채무를 안고 도산했다.
遮る,さえぎる,"막다, 차단하다",JLPT_1 JLPT,`FUQe*pZQM,厚い雲が月の光を遮った。,あついくもがつきのひかりをさえぎった。,두꺼운 구름이 달빛을 가렸다.
裂く,さく,찢다,JLPT_1 JLPT,G9p0.fU/OF,古い布を細長く裂いてひもにした。,ふるいぬのをほそながくさいてひもにした。,낡은 천을 가늘고 길게 찢어 끈으로 만들었다.
削減,さくげん,삭감,JLPT_1 JLPT,!X8pvTDHkj,会社は経費を一割削減する方針だ。,かいしゃはけいひをいちわりさくげんするほうしんだ。,회사는 경비를 10퍼센트 삭감할 방침이다.
探る,さぐる,탐색하다,JLPT_1 JLPT,DTFN_0|t_9,警察は失踪者の行方を慎重に探った。,けいさつはしっそうしゃのゆくえをしんちょうにさぐった。,경찰은 실종자의 행방을 신중히 탐색했다.
避ける,さける,피하다,JLPT_1 JLPT,imb>+$mFNz,混雑を避けるため早朝に出発した。,こんざつをさけるためそうちょうにしゅっぱつした。,혼잡을 피하려고 이른 아침에 출발했다.
支える,ささえる,지탱하다,JLPT_1 JLPT,`[<*t:bvzj,多くの柱が古い屋根を支えている。,おおくのはしらがふるいやねをささえている。,많은 기둥이 낡은 지붕을 받치고 있다.
指図,さしず,"지시, 지휘",JLPT_1 JLPT,lV$7be4C.!,上司の指図どおりに荷物を運んだ。,じょうしのさしずどおりににもつをはこんだ。,상사의 지시대로 짐을 옮겼다.
錯覚,さっかく,착각,JLPT_1 JLPT,~86T1<_c^f,遠くの木を人影だと錯覚した。,とおくのきをひとかげだとさっかくした。,멀리 있는 나무를 사람 그림자로 착각했다.
殺菌,さっきん,살균,JLPT_1 JLPT,.3wOtLCFcY,調理器具を熱湯で殺菌する。,ちょうりきぐをねっとうでさっきんする。,조리 기구를 끓는 물로 살균한다.
諭す,さとす,잘 타이르다,JLPT_1 JLPT,"(|,Z/[^)9=",教師はけんかをした生徒を静かに諭した。,きょうしはけんかをしたせいとをしずかにさとした。,교사는 싸운 학생을 차분히 타일렀다.
裁く,さばく,"중재하다, 재판하다",JLPT_1 JLPT,IlmC:G@u<F,裁判官は証拠に基づいて被告を裁く。,さいばんかんはしょうこにもとづいてひこくをさばく。,재판관은 증거에 따라 피고를 재판한다.
寂しい,さびしい,쓸쓸하다,JLPT_1 JLPT,Yn-ap806Wi,一人で夕食を取るのは少し寂しい。,ひとりでゆうしょくをとるのはすこしさびしい。,혼자 저녁을 먹는 것은 조금 쓸쓸하다.
色彩,しきさい,"① 색채 ② 특색, 경향",JLPT_1 JLPT,JQ0gNb8qfJ,夕焼けが海を鮮やかな色彩で染めた。,ゆうやけがうみをあざやかなしきさいでそめた。,저녁노을이 바다를 선명한 색채로 물들였다.
自己,じこ,자기,JLPT_1 JLPT,g`m:TVRQ~H,自己の利益だけを優先してはいけない。,じこのりえきだけをゆうせんしてはいけない。,자신의 이익만 우선해서는 안 된다.
自粛,じしゅく,자숙,JLPT_1 JLPT,~6$4>sgSQB,大雪のため不要な外出を自粛した。,おおゆきのためふようながいしゅつをじしゅくした。,폭설 때문에 불필요한 외출을 자제했다.
姿勢,しせい,자세,JLPT_1 JLPT,0of!^QLwm<,背筋を伸ばして正しい姿勢を保つ。,せすじをのばしてただしいしせいをたもつ。,등을 펴고 바른 자세를 유지한다.
施設,しせつ,시설,JLPT_1 JLPT,IX|wtHl4)],駅前に新しい文化施設が完成した。,えきまえにあたらしいぶんかしせつがかんせいした。,역 앞에 새로운 문화 시설이 완공되었다.
事態,じたい,사태,JLPT_1 JLPT,TbBjV3;_$X,事態は予想以上に深刻化している。,じたいはよそういじょうにしんこくかしている。,사태는 예상보다 심각해지고 있다.
慕う,したう,"① 그리워하다, 연모하다 ② 우러르다",JLPT_1 JLPT,9B(.??Szq7,弟子たちは亡き師を今も慕っている。,でしだちはなきしをいまもしたっている。,제자들은 세상을 떠난 스승을 지금도 그리워한다.
慕われる,したわれる,존경받다,JLPT_1 JLPT,1ZC1=o`h`i,彼は温厚な人柄で部下から慕われている。,かれはおんこうなひとがらでぶかからしたわれている。,그는 온화한 인품으로 부하들에게 존경받고 있다.
実費,じっぴ,실비,JLPT_1 JLPT,1I&T7r.$a?,交通費は領収書と引き換えに実費で支給する。,こうつうひはりょうしゅうしょとひきかえにじっぴでしきゅうする。,교통비는 영수증과 교환하여 실비로 지급한다.
執筆,しっぴつ,집필,JLPT_1 JLPT,28y<JsVPM&,作家は十年かけて長編小説を執筆した。,さっかはじゅうねんかけてちょうへんしょうせつをしっぴつした。,작가는 10년에 걸쳐 장편소설을 집필했다.
芝居,しばい,"연극, 연기",JLPT_1 JLPT,6y**Z!h~jg,週末に友人と小さな劇場で芝居を見た。,しゅうまつにゆうじんとちいさなげきじょうでしばいをみた。,주말에 친구와 작은 극장에서 연극을 봤다.
視野,しや,시야,JLPT_1 JLPT,W0ds$)iiWy,海外で働いた経験から視野が広がった。,かいがいではたらいたけいけんからしやがひろがった。,해외에서 일한 경험으로 시야가 넓어졌다.
斜面,しゃめん,경사면,JLPT_1 JLPT,>wgrczi8Ov,雨で斜面が崩れ、道路が塞がれた。,あめでしゃめんがくずれ、どうろがふさがれた。,비로 경사면이 무너져 도로가 막혔다.
収益,しゅうえき,수익,JLPT_1 JLPT,kV5o?o%<^#,広告収入が会社の収益を支えている。,こうこくしゅうにゅうがかいしゃのしゅうえきをささえている。,광고 수입이 회사의 수익을 뒷받침하고 있다.
終始,しゅうし,"시종, 줄곧, 내내",JLPT_1 JLPT,sz7]-54=23,会議中、彼は終始無言だった。,かいぎちゅう、かれはしゅうしむごんだった。,회의 내내 그는 한마디도 하지 않았다.
重視,じゅうし,중시,JLPT_1 JLPT,;eP_gYxA(.,採用では経験より意欲を重視する。,さいようではけいけんよりいよくをじゅうしする。,채용에서는 경험보다 의욕을 중시한다.
充実,じゅうじつ,충실함,JLPT_1 JLPT,s0Z+Q0u?8N,研修内容が充実していて満足できた。,けんしゅうないようがじゅうじつしていてまんぞくできた。,연수 내용이 충실해서 만족스러웠다.
執着,しゅうちゃく,집착,JLPT_1 JLPT,&#/4c&8r5g,過去の栄光に執着すると前へ進めない。,かこのえいこうにしゅうちゃくするとまえへすすめない。,과거의 영광에 집착하면 앞으로 나아갈 수 없다.
柔軟,じゅうなん,유연함,JLPT_1 JLPT,Bmmy9KkG[9,予定の変更にも柔軟に対応してください。,よていのへんこうにもじゅうなんにたいおうしてください。,일정 변경에도 유연하게 대응해 주세요.
従来,じゅうらい,종래,JLPT_1 JLPT,PkbrY*RaI8,従来の方法では時間がかかりすぎる。,じゅうらいのほうほうではじかんがかかりすぎる。,기존 방식으로는 시간이 너무 오래 걸린다.
修行,しゅぎょう,"수행(불교 본도를 닦음, 학문·기예를 연마함)",JLPT_1 JLPT,"8(L*@fc#Q,",京都で五年間、料理人として修行した。,きょうとでごねんかん、りょうりにんとしてしゅぎょうした。,교토에서 5년간 요리사로 수련했다.
祝賀会,しゅくがかい,축하 모임,JLPT_1 JLPT,K~09{fJo61,受賞者を囲んで祝賀会が開かれた。,じゅしょうしゃをかこんでしゅくがかいがひらかれた。,수상자를 둘러싸고 축하 모임이 열렸다.
趣旨,しゅし,취지,JLPT_1 JLPT,&rP/Ib{@?`,募金活動の趣旨に賛同して寄付した。,ぼきんかつどうのしゅしにさんどうしてきふした。,모금 활동의 취지에 찬동해 기부했다.
縮小,しゅくしょう,축소,JLPT_1 JLPT,EMwVXMt;Q~,利用者の減少で路線が縮小された。,りようしゃのげんしょうでろせんがしゅくしょうされた。,이용자 감소로 노선이 축소되었다.
首相,しゅしょう,수상,JLPT_1 JLPT,5nelpqo]l@,首相は記者会見で新政策を発表した。,しゅしょうはきしゃかいけんでしんせいさくをはっぴょうした。,총리는 기자 회견에서 새 정책을 발표했다.
寿命,じゅみょう,수명,JLPT_1 JLPT,5Ob!VJ8~$[,丁寧に使えば機械の寿命が延びる。,ていねいにつかえばきかいのじゅみょうがのびる。,조심해서 사용하면 기계의 수명이 늘어난다.
樹木,じゅもく,수목,JLPT_1 JLPT,m<VN*-HHL+,公園の樹木を害虫から守る。,こうえんのじゅもくをがいちゅうからまもる。,공원의 나무를 해충으로부터 지킨다.
需要,じゅよう,수요,JLPT_1 JLPT,g%X$(IVQjS,暑い日は冷たい飲料の需要が高まる。,あついひはつめたいいんりょうのじゅようがたかまる。,더운 날에는 차가운 음료의 수요가 높아진다.
